YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,AIRLINE_NAME,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_STATE,DESTINATION_AIRPORT,DESTINATION_NAME,DESTINATION_CITY,DESTINATION_STATE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
2015,1,6,2,OO,Skywest Airlines Inc.,2703,N468CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1135,1316,101,119,1228,1359,91
2015,1,6,2,US,US Airways Inc.,1836,N566UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1135,1129,-6,255,1151,1137,-14
2015,1,6,2,US,US Airways Inc.,450,N651AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1145,1220,35,255,1353,1426,33
2015,1,6,2,WN,Southwest Airlines Co.,866,N226WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1200,1201,1,255,1210,1208,-2
2015,1,6,2,WN,Southwest Airlines Co.,184,N8603F,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1200,1359,119,601,1300,1444,104
2015,1,6,2,WN,Southwest Airlines Co.,205,N750SA,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1215,1233,18,365,1230,1235,5
2015,1,6,2,WN,Southwest Airlines Co.,3138,N390SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1225,1221,-4,345,1340,1331,-9
2015,1,6,2,US,US Airways Inc.,1854,N568UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1240,1234,-6,255,1449,1440,-9
2015,1,6,2,OO,Skywest Airlines Inc.,2686,N468CA,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1410,75,119,1341,1500,79
2015,1,6,2,OO,Skywest Airlines Inc.,2711,N506CA,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1359,64,160,1350,1503,73
2015,1,6,2,WN,Southwest Airlines Co.,2784,N427WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1255,1301,6,345,1415,1421,6
2015,1,6,2,WN,Southwest Airlines Co.,1070,N458WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1320,1315,-5,255,1530,1521,-9
2015,1,6,2,WN,Southwest Airlines Co.,411,N243WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1330,1326,-4,345,1445,1436,-9
2015,1,6,2,WN,Southwest Airlines Co.,380,N601WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1335,1328,-7,255,1340,1324,-16
2015,1,6,2,WN,Southwest Airlines Co.,1157,N258WN,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1335,1441,66,365,1550,1648,58
2015,1,6,2,WN,Southwest Airlines Co.,152,N930WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1350,1347,-3,345,1510,1508,-2
2015,1,6,2,OO,Skywest Airlines Inc.,2711,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1435,1442,7,119,1521,1536,15
2015,1,6,2,US,US Airways Inc.,1870,N828AW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1440,1435,-5,601,1533,1513,-20
2015,1,6,2,OO,Skywest Airlines Inc.,2700,N468CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1445,1534,49,160,1539,1625,46
2015,1,6,2,OO,Skywest Airlines Inc.,2742,N906SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,TUS,Tucson International Airport,Tucson,AZ,1455,1451,-4,110,1542,1545,3
2015,1,6,2,US,US Airways Inc.,1826,N561UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1459,1454,-5,255,1508,1456,-12
2015,1,6,2,WN,Southwest Airlines Co.,377,N8315C,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1505,1501,-4,365,1525,1509,-16
2015,1,6,2,WN,Southwest Airlines Co.,4279,N930WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1540,1547,7,345,1650,1701,11
2015,1,6,2,WN,Southwest Airlines Co.,4626,N432WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1545,1543,-2,255,1545,1549,4
2015,1,6,2,WN,Southwest Airlines Co.,1115,N967WN,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1545,1558,13,365,1755,1806,11
2015,1,6,2,WN,Southwest Airlines Co.,544,N8606C,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1550,1555,5,255,1800,1752,-8
2015,1,6,2,OO,Skywest Airlines Inc.,2712,N944SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1600,1600,0,119,1645,1649,4
2015,1,6,2,OO,Skywest Airlines Inc.,2728,N468CA,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1605,1654,49,160,1658,1748,50
2015,1,6,2,OO,Skywest Airlines Inc.,2680,N886AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1610,1606,-4,119,1657,1652,-5
2015,1,6,2,WN,Southwest Airlines Co.,1837,N729SW,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1620,1629,9,601,1905,1906,1
2015,1,6,2,OO,Skywest Airlines Inc.,2748,N906SW,TUS,Tucson International Airport,Tucson,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1620,1612,-8,110,1709,1701,-8
2015,1,6,2,WN,Southwest Airlines Co.,4626,N432WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1620,1622,2,345,1740,1732,-8
2015,1,6,2,US,US Airways Inc.,2027,N561UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1635,1626,-9,255,1846,1833,-13
2015,1,6,2,WN,Southwest Airlines Co.,4279,N926WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1725,1745,20,255,1935,1956,21
2015,1,6,2,WN,Southwest Airlines Co.,4101,N769SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1730,1814,44,345,1850,1926,36
2015,1,6,2,OO,Skywest Airlines Inc.,2708,N907SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1740,1734,-6,160,1831,1828,-3
2015,1,6,2,WN,Southwest Airlines Co.,2059,N659SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1745,1802,17,255,1750,1804,14
2015,1,6,2,US,US Airways Inc.,636,N571UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1750,1747,-3,255,1756,1745,-11
2015,1,6,2,US,US Airways Inc.,523,N751UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1750,1751,1,601,1841,1834,-7
2015,1,6,2,WN,Southwest Airlines Co.,3917,N426WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1810,1818,8,255,2025,2020,-5
2015,1,6,2,WN,Southwest Airlines Co.,2875,N432WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1815,1813,-2,345,1925,1931,6
2015,1,6,2,WN,Southwest Airlines Co.,576,N958WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1820,1816,-4,255,1820,1809,-11
2015,1,6,2,WN,Southwest Airlines Co.,1225,N8621A,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1900,1926,26,255,2110,2124,14
2015,1,6,2,WN,Southwest Airlines Co.,677,N769SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1920,1951,31,345,2030,2111,41
2015,1,6,2,WN,Southwest Airlines Co.,1066,N451WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1935,1929,-6,345,2055,2037,-18
2015,1,6,2,WN,Southwest Airlines Co.,1137,N956WN,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1945,1959,14,365,2005,2004,-1
2015,1,6,2,WN,Southwest Airlines Co.,42,N635SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2010,2034,24,255,2010,2030,20
2015,1,6,2,WN,Southwest Airlines Co.,289,N441WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,2050,2229,99,601,2140,2303,83
2015,1,6,2,WN,Southwest Airlines Co.,572,N651SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2055,2059,4,255,2300,2254,-6
2015,1,6,2,WN,Southwest Airlines Co.,44,N269WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,2055,2334,159,345,2215,52,157
2015,1,6,2,WN,Southwest Airlines Co.,419,N762SW,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,2100,12,192,365,2310,222,192
2015,1,6,2,WN,Southwest Airlines Co.,1113,N464WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2115,2128,13,255,2115,2116,1
2015,1,6,2,WN,Southwest Airlines Co.,2498,N451WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,2125,2120,-5,345,2235,2224,-11
2015,1,6,2,WN,Southwest Airlines Co.,2065,N294WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2150,2154,4,255,2355,2357,2
2015,1,7,3,WN,Southwest Airlines Co.,2418,N687SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,520,520,0,255,725,720,-5
2015,1,7,3,WN,Southwest Airlines Co.,4426,N441WN,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,600,558,-2,601,845,853,8
2015,1,7,3,WN,Southwest Airlines Co.,695,N479WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,605,558,-7,345,725,710,-15
2015,1,7,3,WN,Southwest Airlines Co.,3214,N269WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,610,608,-2,345,725,729,4
2015,1,7,3,US,US Airways Inc.,1754,N751UW,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,615,619,4,601,903,907,4
2015,1,7,3,WN,Southwest Airlines Co.,2251,N369SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,620,616,-4,255,625,611,-14
2015,1,7,3,US,US Airways Inc.,687,N664AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,635,627,-8,255,845,832,-13
2015,1,7,3,WN,Southwest Airlines Co.,2340,N7736A,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,640,640,0,365,850,851,1
2015,1,7,3,WN,Southwest Airlines Co.,181,N8632A,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,700,659,-1,345,825,823,-2
2015,1,7,3,WN,Southwest Airlines Co.,1046,N353SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,700,657,-3,255,905,904,-1
2015,1,7,3,WN,Southwest Airlines Co.,2251,N369SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,700,657,-3,345,820,809,-11
2015,1,7,3,WN,Southwest Airlines Co.,1931,N8611F,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,720,717,-3,255,730,736,6
2015,1,7,3,OO,Skywest Airlines Inc.,2720,N886AS,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,750,-10,119,857,848,-9
2015,1,7,3,OO,Skywest Airlines Inc.,2726,N907SW,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,754,-6,160,851,854,3
2015,1,7,3,OO,Skywest Airlines Inc.,2736,N875AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,821,820,-1,160,918,907,-11
2015,1,7,3,WN,Southwest Airlines Co.,159,N930WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,835,834,-1,255,1040,1038,-2
2015,1,7,3,US,US Airways Inc.,602,N669AW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,850,842,-8,255,903,849,-14
2015,1,7,3,WN,Southwest Airlines Co.,591,N369SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,850,848,-2,345,1005,958,-7
2015,1,7,3,WN,Southwest Airlines Co.,4922,N476WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,905,901,-4,345,1025,1010,-15
2015,1,7,3,WN,Southwest Airlines Co.,2429,N7736A,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,920,920,0,365,940,928,-12
2015,1,7,3,WN,Southwest Airlines Co.,336,N659SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,925,954,29,255,930,954,24
2015,1,7,3,US,US Airways Inc.,416,N828AW,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,930,921,-9,601,1212,1218,6
2015,1,7,3,OO,Skywest Airlines Inc.,2703,N875AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,945,941,-4,160,1035,1030,-5
2015,1,7,3,OO,Skywest Airlines Inc.,2720,N886AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,945,940,-5,160,1046,1042,-4
2015,1,7,3,OO,Skywest Airlines Inc.,2695,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,948,1007,19,119,1041,1108,27
2015,1,7,3,US,US Airways Inc.,471,N669AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1000,953,-7,255,1206,1204,-2
2015,1,7,3,WN,Southwest Airlines Co.,2319,N369SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1035,1049,14,345,1155,1154,-1
2015,1,7,3,WN,Southwest Airlines Co.,1988,N762SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1040,1056,16,255,1245,1309,24
2015,1,7,3,WN,Southwest Airlines Co.,675,N627SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1100,1055,-5,255,1110,1113,3
2015,1,7,3,WN,Southwest Airlines Co.,2346,N476WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1100,1058,-2,345,1210,1210,0
2015,1,7,3,OO,Skywest Airlines Inc.,2702,N468CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1100,1111,11,160,1200,1223,23
2015,1,7,3,US,US Airways Inc.,561,N524UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1110,1108,-2,255,1124,1118,-6
2015,1,7,3,OO,Skywest Airlines Inc.,2698,N944SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1130,1130,0,119,1218,1212,-6
2015,1,7,3,OO,Skywest Airlines Inc.,2740,N886AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1130,1130,0,160,1222,1222,0
2015,1,7,3,OO,Skywest Airlines Inc.,2703,N889AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1135,1128,-7,119,1228,1226,-2
2015,1,7,3,US,US Airways Inc.,1836,N557UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1135,1137,2,255,1151,1144,-7
2015,1,7,3,US,US Airways Inc.,604,N673AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1145,1159,14,255,1353,1402,9
2015,1,7,3,WN,Southwest Airlines Co.,866,N430WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1200,1159,-1,255,1210,1210,0
2015,1,7,3,WN,Southwest Airlines Co.,184,N8319F,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1200,1200,0,601,1300,1257,-3
2015,1,7,3,WN,Southwest Airlines Co.,205,N550WN,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1215,1245,30,365,1230,1302,32
2015,1,7,3,WN,Southwest Airlines Co.,3138,N369SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1225,1225,0,345,1340,1340,0
2015,1,7,3,US,US Airways Inc.,1854,N524UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1240,1233,-7,255,1449,1439,-10
2015,1,7,3,OO,Skywest Airlines Inc.,2705,N889AS,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1247,-8,119,1341,1341,0
2015,1,7,3,OO,Skywest Airlines Inc.,2711,N468CA,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1256,1,160,1350,1345,-5
2015,1,7,3,WN,Southwest Airlines Co.,2784,N299WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1255,1333,38,345,1415,1451,36
2015,1,7,3,WN,Southwest Airlines Co.,1070,N736SA,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1320,1315,-5,255,1530,1524,-6
2015,1,7,3,WN,Southwest Airlines Co.,411,N717SA,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1330,1327,-3,345,1445,1439,-6
2015,1,7,3,WN,Southwest Airlines Co.,380,N640SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1335,1332,-3,255,1340,1328,-12
2015,1,7,3,WN,Southwest Airlines Co.,1157,N444WN,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1335,1356,21,365,1550,1608,18
2015,1,7,3,WN,Southwest Airlines Co.,152,N278WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1350,1347,-3,345,1510,1456,-14
2015,1,7,3,OO,Skywest Airlines Inc.,2711,N468CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1435,1439,4,119,1521,1529,8
2015,1,7,3,OO,Skywest Airlines Inc.,2700,N885AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1445,1443,-2,160,1539,1546,7
2015,1,7,3,OO,Skywest Airlines Inc.,2742,N506CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,TUS,Tucson International Airport,Tucson,AZ,1455,1451,-4,110,1542,1552,10
2015,1,7,3,US,US Airways Inc.,1826,N182UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1459,1453,-6,255,1508,1456,-12
2015,1,7,3,WN,Southwest Airlines Co.,377,N8600F,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1505,1609,64,365,1525,1620,55
2015,1,7,3,WN,Southwest Airlines Co.,4279,N278WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1540,1536,-4,345,1650,1648,-2
2015,1,7,3,WN,Southwest Airlines Co.,4626,N416WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1545,1543,-2,255,1545,1541,-4
2015,1,7,3,WN,Southwest Airlines Co.,1115,N901WN,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1545,1556,11,365,1755,1818,23
2015,1,7,3,WN,Southwest Airlines Co.,544,N8614M,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1550,1616,26,255,1800,1823,23
2015,1,7,3,OO,Skywest Airlines Inc.,2712,N468CA,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1600,1557,-3,119,1645,1645,0
2015,1,7,3,OO,Skywest Airlines Inc.,2728,N885AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1605,1610,5,160,1658,1701,3
2015,1,7,3,OO,Skywest Airlines Inc.,2680,N906SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1610,1608,-2,119,1657,1656,-1
2015,1,7,3,WN,Southwest Airlines Co.,1837,N701GS,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1620,1634,14,601,1905,1923,18
2015,1,7,3,OO,Skywest Airlines Inc.,2748,N506CA,TUS,Tucson International Airport,Tucson,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1620,1613,-7,110,1709,1707,-2
2015,1,7,3,WN,Southwest Airlines Co.,4626,N416WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1620,1631,11,345,1740,1740,0
2015,1,7,3,US,US Airways Inc.,2027,N182UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1635,1635,0,255,1846,1927,41
2015,1,7,3,WN,Southwest Airlines Co.,4279,N278WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1725,1725,0,255,1935,2003,28
2015,1,7,3,WN,Southwest Airlines Co.,4101,N768SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1730,1725,-5,345,1850,1843,-7
2015,1,7,3,OO,Skywest Airlines Inc.,2708,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1740,1734,-6,160,1831,1826,-5
2015,1,7,3,WN,Southwest Airlines Co.,2059,N687SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1745,1751,6,255,1750,1748,-2
2015,1,7,3,OO,Skywest Airlines Inc.,2689,N886AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,TUS,Tucson International Airport,Tucson,AZ,1745,1742,-3,110,1830,1833,3
2015,1,7,3,US,US Airways Inc.,636,N650AW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1750,1749,-1,255,1756,1747,-9
2015,1,7,3,US,US Airways Inc.,523,N764US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1750,1814,24,601,1841,1855,14
2015,1,7,3,OO,Skywest Airlines Inc.,2685,N906SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1755,1839,44,119,1846,1933,47
2015,1,7,3,WN,Southwest Airlines Co.,3917,N748SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1810,1809,-1,255,2025,2018,-7
2015,1,7,3,WN,Southwest Airlines Co.,2875,N416WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1815,1811,-4,345,1925,1927,2
2015,1,7,3,WN,Southwest Airlines Co.,576,N619SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1820,1828,8,255,1820,1841,21
2015,1,7,3,WN,Southwest Airlines Co.,1225,N8655D,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1900,1921,21,255,2110,2122,12
2015,1,7,3,OO,Skywest Airlines Inc.,2706,N944SW,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1900,1854,-6,160,2005,2014,9
2015,1,7,3,OO,Skywest Airlines Inc.,2694,N886AS,TUS,Tucson International Airport,Tucson,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1910,1901,-9,110,2011,2026,15
