YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,AIRLINE_NAME,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,ORIGIN_NAME,ORIGIN_CITY,ORIGIN_STATE,DESTINATION_AIRPORT,DESTINATION_NAME,DESTINATION_CITY,DESTINATION_STATE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
2015,1,7,3,WN,Southwest Airlines Co.,677,N768SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1920,1915,-5,345,2030,2023,-7
2015,1,7,3,WN,Southwest Airlines Co.,1066,N937WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1935,1944,9,345,2055,2054,-1
2015,1,7,3,WN,Southwest Airlines Co.,1137,N442WN,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1945,1939,-6,365,2005,1950,-15
2015,1,7,3,US,US Airways Inc.,735,N649AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1945,1944,-1,255,2150,2147,-3
2015,1,7,3,WN,Southwest Airlines Co.,42,N357SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2010,2023,13,255,2010,2021,11
2015,1,7,3,WN,Southwest Airlines Co.,289,N900WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,2050,2045,-5,601,2140,2122,-18
2015,1,7,3,WN,Southwest Airlines Co.,572,N442WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2055,2112,17,255,2300,2310,10
2015,1,7,3,WN,Southwest Airlines Co.,44,N960WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,2055,2049,-6,345,2215,2158,-17
2015,1,7,3,OO,Skywest Airlines Inc.,2684,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,2057,2053,-4,119,2141,2135,-6
2015,1,7,3,WN,Southwest Airlines Co.,419,N7711N,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,2100,2143,43,365,2310,2354,44
2015,1,7,3,US,US Airways Inc.,528,N768US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,2110,2105,-5,601,2204,2146,-18
2015,1,7,3,US,US Airways Inc.,608,N582UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2115,2107,-8,255,2125,2111,-14
2015,1,7,3,WN,Southwest Airlines Co.,1113,N398SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2115,2111,-4,255,2115,2111,-4
2015,1,7,3,WN,Southwest Airlines Co.,2498,N937WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,2125,2124,-1,345,2235,2230,-5
2015,1,7,3,WN,Southwest Airlines Co.,2065,N927WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2150,2148,-2,255,2355,2350,-5
2015,1,7,3,OO,Skywest Airlines Inc.,2687,N506CA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,2240,2238,-2,160,2330,2329,-1
2015,1,8,4,WN,Southwest Airlines Co.,2418,N356SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,520,516,-4,255,725,719,-6
2015,1,8,4,WN,Southwest Airlines Co.,4426,N710SW,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,600,555,-5,601,845,850,5
2015,1,8,4,WN,Southwest Airlines Co.,695,N550WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,605,555,-10,345,725,709,-16
2015,1,8,4,WN,Southwest Airlines Co.,3214,N900WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,610,605,-5,345,725,730,5
2015,1,8,4,US,US Airways Inc.,1754,N764US,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,615,733,78,601,903,1025,82
2015,1,8,4,WN,Southwest Airlines Co.,2251,N641SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,620,618,-2,255,625,617,-8
2015,1,8,4,US,US Airways Inc.,687,N660AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,635,628,-7,255,845,842,-3
2015,1,8,4,WN,Southwest Airlines Co.,2340,N793SA,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,640,643,3,365,850,854,4
2015,1,8,4,WN,Southwest Airlines Co.,181,N8616C,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,700,707,7,345,825,827,2
2015,1,8,4,WN,Southwest Airlines Co.,1046,N460WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,700,657,-3,255,905,910,5
2015,1,8,4,WN,Southwest Airlines Co.,2251,N641SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,700,653,-7,345,820,803,-17
2015,1,8,4,WN,Southwest Airlines Co.,1931,N8655D,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,720,753,33,255,730,753,23
2015,1,8,4,OO,Skywest Airlines Inc.,2720,N944SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,800,0,119,857,857,0
2015,1,8,4,OO,Skywest Airlines Inc.,2726,N506CA,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,754,-6,160,851,901,10
2015,1,8,4,OO,Skywest Airlines Inc.,2736,N885AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,821,819,-2,160,918,913,-5
2015,1,8,4,WN,Southwest Airlines Co.,159,N271LV,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,835,836,1,255,1040,1046,6
2015,1,8,4,US,US Airways Inc.,602,N560UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,850,847,-3,255,903,853,-10
2015,1,8,4,WN,Southwest Airlines Co.,591,N641SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,850,845,-5,345,1005,954,-11
2015,1,8,4,WN,Southwest Airlines Co.,4922,N450WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,905,859,-6,345,1025,1004,-21
2015,1,8,4,WN,Southwest Airlines Co.,2429,N793SA,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,920,922,2,365,940,936,-4
2015,1,8,4,WN,Southwest Airlines Co.,336,N653SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,925,934,9,255,930,929,-1
2015,1,8,4,US,US Airways Inc.,416,N768US,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,930,926,-4,601,1212,1225,13
2015,1,8,4,OO,Skywest Airlines Inc.,2703,N885AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,945,942,-3,160,1035,1029,-6
2015,1,8,4,OO,Skywest Airlines Inc.,2720,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,945,938,-7,160,1046,1036,-10
2015,1,8,4,OO,Skywest Airlines Inc.,2695,N886AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,948,942,-6,119,1041,1029,-12
2015,1,8,4,US,US Airways Inc.,471,N560UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1000,953,-7,255,1206,1227,21
2015,1,8,4,WN,Southwest Airlines Co.,2319,N641SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1035,1034,-1,345,1155,1145,-10
2015,1,8,4,WN,Southwest Airlines Co.,1988,N7715E,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1040,1047,7,255,1245,1315,30
2015,1,8,4,WN,Southwest Airlines Co.,675,N365SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1100,1139,39,255,1110,1139,29
2015,1,8,4,WN,Southwest Airlines Co.,2346,N450WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1100,1054,-6,345,1210,1209,-1
2015,1,8,4,OO,Skywest Airlines Inc.,2702,N906SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1100,1116,16,160,1200,1220,20
2015,1,8,4,US,US Airways Inc.,561,N171US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1110,1106,-4,255,1124,1112,-12
2015,1,8,4,OO,Skywest Airlines Inc.,2698,N886AS,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1130,1155,25,119,1218,1246,28
2015,1,8,4,OO,Skywest Airlines Inc.,2740,N944SW,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1130,1122,-8,160,1222,1257,35
2015,1,8,4,OO,Skywest Airlines Inc.,2703,N885AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1135,1131,-4,119,1228,1218,-10
2015,1,8,4,US,US Airways Inc.,1836,N587UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1135,1211,36,255,1151,1227,36
2015,1,8,4,US,US Airways Inc.,604,N677AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1145,1140,-5,255,1353,1354,1
2015,1,8,4,WN,Southwest Airlines Co.,866,N968WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1200,1158,-2,255,1210,1202,-8
2015,1,8,4,WN,Southwest Airlines Co.,184,N8608N,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1200,1200,0,601,1300,1242,-18
2015,1,8,4,WN,Southwest Airlines Co.,205,N951WN,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1215,1208,-7,365,1230,1254,24
2015,1,8,4,WN,Southwest Airlines Co.,3138,N641SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1225,1221,-4,345,1340,1328,-12
2015,1,8,4,US,US Airways Inc.,1854,N171US,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1240,1239,-1,255,1449,1450,1
2015,1,8,4,OO,Skywest Airlines Inc.,2705,N885AS,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1255,0,119,1341,1344,3
2015,1,8,4,OO,Skywest Airlines Inc.,2711,N906SW,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1255,1255,0,160,1350,1346,-4
2015,1,8,4,WN,Southwest Airlines Co.,2784,N448WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1255,1253,-2,345,1415,1410,-5
2015,1,8,4,WN,Southwest Airlines Co.,1070,N413WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1320,1333,13,255,1530,1543,13
2015,1,8,4,WN,Southwest Airlines Co.,411,N958WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1330,1327,-3,345,1445,1435,-10
2015,1,8,4,WN,Southwest Airlines Co.,380,N720WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1335,1337,2,255,1340,1346,6
2015,1,8,4,WN,Southwest Airlines Co.,1157,N787SA,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1335,1334,-1,365,1550,1556,6
2015,1,8,4,WN,Southwest Airlines Co.,152,N923WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1350,1346,-4,345,1510,1511,1
2015,1,8,4,OO,Skywest Airlines Inc.,2711,N821AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1435,1428,-7,119,1521,1510,-11
2015,1,8,4,OO,Skywest Airlines Inc.,2700,N885AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1445,1440,-5,160,1539,1536,-3
2015,1,8,4,US,US Airways Inc.,1826,N150UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1459,1707,128,255,1508,1710,122
2015,1,8,4,WN,Southwest Airlines Co.,377,N8606C,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1505,1506,1,365,1525,1516,-9
2015,1,8,4,WN,Southwest Airlines Co.,4279,N923WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1540,1543,3,345,1650,1654,4
2015,1,8,4,WN,Southwest Airlines Co.,4626,N291WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1545,1547,2,255,1545,1552,7
2015,1,8,4,WN,Southwest Airlines Co.,1115,N296WN,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,1545,1542,-3,365,1755,1801,6
2015,1,8,4,WN,Southwest Airlines Co.,544,N8311Q,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1550,1601,11,255,1800,1803,3
2015,1,8,4,OO,Skywest Airlines Inc.,2712,N821AS,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1600,1549,-11,119,1645,1627,-18
2015,1,8,4,OO,Skywest Airlines Inc.,2728,N885AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1605,1614,9,160,1658,1659,1
2015,1,8,4,OO,Skywest Airlines Inc.,2680,N907SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,1610,1606,-4,119,1657,1651,-6
2015,1,8,4,WN,Southwest Airlines Co.,1837,N7709A,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1620,1614,-6,601,1905,1853,-12
2015,1,8,4,WN,Southwest Airlines Co.,4626,N291WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1620,1629,9,345,1740,1745,5
2015,1,8,4,US,US Airways Inc.,2027,N150UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1635,1751,76,255,1846,1956,70
2015,1,8,4,WN,Southwest Airlines Co.,4279,N923WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1725,1735,10,255,1935,1933,-2
2015,1,8,4,WN,Southwest Airlines Co.,4101,N243WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1730,1732,2,345,1850,1842,-8
2015,1,8,4,OO,Skywest Airlines Inc.,2708,N821AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,1740,1750,10,160,1831,1844,13
2015,1,8,4,WN,Southwest Airlines Co.,2059,N356SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1745,1801,16,255,1750,1801,11
2015,1,8,4,OO,Skywest Airlines Inc.,2689,N899SK,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,TUS,Tucson International Airport,Tucson,AZ,1745,1740,-5,110,1830,1826,-4
2015,1,8,4,US,US Airways Inc.,636,N763US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1750,1745,-5,255,1756,1749,-7
2015,1,8,4,US,US Airways Inc.,523,N769US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,1750,1743,-7,601,1841,1818,-23
2015,1,8,4,OO,Skywest Airlines Inc.,2685,N907SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1755,1743,-12,119,1846,1826,-20
2015,1,8,4,WN,Southwest Airlines Co.,3917,N556WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1810,2138,208,255,2025,2338,193
2015,1,8,4,WN,Southwest Airlines Co.,2875,N291WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1815,1817,2,345,1925,1923,-2
2015,1,8,4,WN,Southwest Airlines Co.,576,N709SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,1820,1830,10,255,1820,1825,5
2015,1,8,4,WN,Southwest Airlines Co.,1225,N8628A,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1900,1954,54,255,2110,2158,48
2015,1,8,4,OO,Skywest Airlines Inc.,2706,N821AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1900,1900,0,160,2005,2001,-4
2015,1,8,4,OO,Skywest Airlines Inc.,2694,N899SK,TUS,Tucson International Airport,Tucson,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1910,1904,-6,110,2011,2012,1
2015,1,8,4,WN,Southwest Airlines Co.,677,N243WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,1920,1912,-8,345,2030,2024,-6
2015,1,8,4,WN,Southwest Airlines Co.,1066,N939WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1935,1926,-9,345,2055,2039,-16
2015,1,8,4,WN,Southwest Airlines Co.,1137,N479WN,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,1945,1943,-2,365,2005,1956,-9
2015,1,8,4,US,US Airways Inc.,735,N650AW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1945,1943,-2,255,2150,2144,-6
2015,1,8,4,WN,Southwest Airlines Co.,42,N380SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2010,2025,15,255,2010,2021,11
2015,1,8,4,WN,Southwest Airlines Co.,289,N909WN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,2050,2044,-6,601,2140,2123,-17
2015,1,8,4,WN,Southwest Airlines Co.,572,N659SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2055,2130,35,255,2300,2330,30
2015,1,8,4,WN,Southwest Airlines Co.,44,N492WN,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,2055,2054,-1,345,2215,2202,-13
2015,1,8,4,OO,Skywest Airlines Inc.,2684,N907SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,2057,2051,-6,119,2141,2141,0
2015,1,8,4,WN,Southwest Airlines Co.,419,N217JC,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,2100,2106,6,365,2310,2315,5
2015,1,8,4,US,US Airways Inc.,528,N742PS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,RNO,Reno/Tahoe International Airport,Reno,NV,2110,2153,43,601,2204,2230,26
2015,1,8,4,US,US Airways Inc.,608,N187US,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2115,2109,-6,255,2125,2123,-2
2015,1,8,4,WN,Southwest Airlines Co.,1113,N7722B,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,2115,2109,-6,255,2115,2106,-9
2015,1,8,4,WN,Southwest Airlines Co.,2498,N939WN,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,2125,2120,-5,345,2235,2223,-12
2015,1,8,4,WN,Southwest Airlines Co.,2065,N774SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2150,2144,-6,255,2355,2344,-11
2015,1,8,4,OO,Skywest Airlines Inc.,2687,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,2240,2238,-2,160,2330,2326,-4
2015,1,9,5,WN,Southwest Airlines Co.,2418,N357SW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,520,519,-1,255,725,718,-7
2015,1,9,5,WN,Southwest Airlines Co.,4426,N492WN,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,600,559,-1,601,845,846,1
2015,1,9,5,US,US Airways Inc.,1754,N769US,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,615,614,-1,601,903,907,4
2015,1,9,5,WN,Southwest Airlines Co.,2251,N760SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,620,616,-4,255,625,612,-13
2015,1,9,5,US,US Airways Inc.,687,N763US,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,635,627,-8,255,845,829,-16
2015,1,9,5,WN,Southwest Airlines Co.,2340,N727SW,LAS,McCarran International Airport,Las Vegas,NV,TUS,Tucson International Airport,Tucson,AZ,640,634,-6,365,850,846,-4
2015,1,9,5,WN,Southwest Airlines Co.,181,N8313F,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,700,659,-1,345,825,825,0
2015,1,9,5,WN,Southwest Airlines Co.,1046,N7722B,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,700,659,-1,255,905,909,4
2015,1,9,5,WN,Southwest Airlines Co.,2251,N760SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,700,656,-4,345,820,810,-10
2015,1,9,5,WN,Southwest Airlines Co.,1931,N8306H,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,720,716,-4,255,730,719,-11
2015,1,9,5,OO,Skywest Airlines Inc.,2720,N907SW,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,757,-3,119,857,914,17
2015,1,9,5,OO,Skywest Airlines Inc.,2726,N944SW,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,800,754,-6,160,851,839,-12
2015,1,9,5,OO,Skywest Airlines Inc.,2736,N886AS,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,821,816,-5,160,918,929,11
2015,1,9,5,WN,Southwest Airlines Co.,159,N956WN,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,835,847,12,255,1040,1050,10
2015,1,9,5,US,US Airways Inc.,602,N557UW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,850,842,-8,255,903,850,-13
2015,1,9,5,WN,Southwest Airlines Co.,591,N760SW,RNO,Reno/Tahoe International Airport,Reno,NV,LAS,McCarran International Airport,Las Vegas,NV,850,846,-4,345,1005,957,-8
2015,1,9,5,WN,Southwest Airlines Co.,4922,N756SA,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,905,908,3,345,1025,1018,-7
2015,1,9,5,WN,Southwest Airlines Co.,2429,N727SW,TUS,Tucson International Airport,Tucson,AZ,LAS,McCarran International Airport,Las Vegas,NV,920,917,-3,365,940,929,-11
2015,1,9,5,WN,Southwest Airlines Co.,336,N346SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,LAS,McCarran International Airport,Las Vegas,NV,925,923,-2,255,930,922,-8
2015,1,9,5,US,US Airways Inc.,416,N742PS,RNO,Reno/Tahoe International Airport,Reno,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,930,930,0,601,1212,1217,5
2015,1,9,5,OO,Skywest Airlines Inc.,2703,N886AS,YUM,Yuma International Airport,Yuma,AZ,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,945,948,3,160,1035,1037,2
2015,1,9,5,OO,Skywest Airlines Inc.,2720,N907SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,YUM,Yuma International Airport,Yuma,AZ,945,941,-4,160,1046,1045,-1
2015,1,9,5,OO,Skywest Airlines Inc.,2695,N944SW,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,948,943,-5,119,1041,1027,-14
2015,1,9,5,US,US Airways Inc.,471,N557UW,LAS,McCarran International Airport,Las Vegas,NV,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1000,955,-5,255,1206,1200,-6
2015,1,9,5,WN,Southwest Airlines Co.,2319,N760SW,LAS,McCarran International Airport,Las Vegas,NV,RNO,Reno/Tahoe International Airport,Reno,NV,1035,1036,1,345,1155,1144,-11
